ID,UICNumber,APINumber,PermittedIntervalTopFt,PermittedIntervalBottomFt,PermittedMaxLiquidBPD,StartDate,SurfaceHoleLatitude,SurfaceHoleLongitude,CompletedWellDepthClassification,WellName
57877,104257,31737420,4600.0,6725.0,20000,2011-11-15,32.21938089,-102.13863391,Shallow,HORNED FROG 1
58243,93622,32934969,4600.0,5800.0,20000,2003-12-18,31.89869422,-102.16223463,Shallow,BRYANT G (DEVONIAN) UNIT 52SW
61987,100375,32936299,4325.0,5400.0,15000,2009-03-03,31.868416,-101.989319,Shallow,SALT LAKE SWD 1
52530,48818,331809,4712.0,4836.0,0,1979-06-18,32.20205837,-102.43188707,Shallow,MIDLAND FARMS NO GRBY UT 69W
61143,104352,38933117,4500.0,6500.0,20000,2011-12-05,31.15846389,-103.39083285,Shallow,MARYANN 1
62842,60736,38333754,2755.0,3600.0,3000,1986-07-03,31.40338271,-101.57195644,Shallow,"PETTIT ""C"" 9D"
61147,104394,22736855,3300.0,4150.0,5000,2011-12-12,32.34320378,-101.67119008,Shallow,FREE 32 SWD 1
61216,88857,47533126,5000.0,5400.0,1000,1999-05-03,31.47532784,-103.14654487,Shallow,JOHN 3
65262,103581,31736852,4600.0,5204.0,30000,2011-08-02,32.4404188,-101.9716255,Shallow,COX 11 SWD 1
72914,116564,47537526,5100.0,7000.0,30000,2018-07-31,31.421739,-103.224701,Shallow,JEM RANCH 1D
70265,119379,30134491,5300.0,7700.0,40000,2019-10-16,31.997547,-103.381417,Shallow,ROSS SWD 5
72490,116234,49533346,5100.0,7700.0,40000,2018-04-20,31.65782897,-103.28245305,Shallow,UNIVERSITY 38-20 1D
73777,114464,37139414,5550.0,7800.0,20000,2016-10-27,31.18843597,-103.11723569,Shallow,SALTY DOG 1SW
74010,114883,31740880,4250.0,5600.0,25000,2017-02-07,32.21506135,-101.99369802,Shallow,MCMORRIES 18 SWD 1D
78572,105527,31737387,4200.0,5632.0,20000,2012-08-16,32.36577387,-102.01876562,Shallow,JONES-HOLTON SWD 1WD
78671,109816,38934041,5000.0,6500.0,20000,2014-04-14,31.15841204,-103.39884936,Shallow,PANHEAD 1WD
67489,68911,30130741,4140.0,4164.0,20000,1988-09-15,31.73786319,-103.65359923,Shallow,MORLEY -A- 2R
67998,98398,10335497,3300.0,4000.0,6000,2008-01-18,31.41845905,-102.35616979,Shallow,CRANE SWD 1
68500,101479,336353,4820.0,5000.0,10000,2010-02-12,32.13046993,-102.22546235,Shallow,CROSS BAR RANCH 2000SW
68657,105375,22737122,3340.0,4800.0,20000,2012-07-03,32.39890607,-101.66556075,Shallow,WEST KNOTT SWD 1
70059,105391,38933172,4950.0,7750.0,15000,2012-07-05,31.23996191,-103.45525405,Shallow,CHEVRON MINERALS 29 12
70372,57437,38333389,3000.0,4000.0,2500,1985-04-26,31.34257266,-101.49686458,Shallow,"HUGHES, CHARLES H. 1"
70895,93463,32934943,4800.0,5400.0,7000,2003-10-16,31.74069584,-101.98555874,Shallow,"BARROW ""11"" 1D"
72142,107923,17331431,3764.0,4425.0,20000,2013-07-22,31.878044,-101.607446,Shallow,8102 JV-P GIBSON 2
74870,104702,38337743,3250.0,5600.0,25000,2012-02-23,31.63588446,-101.467507,Shallow,PLYMOUTH DUSTER 1
76039,114457,38935362,4015.0,5193.0,25000,2016-10-26,31.632051,-103.94375637,Shallow,HUGHES B 01SW
76124,98938,13539460,4300.0,7700.0,20000,2008-06-03,31.7268741,-102.35216565,Shallow,FREEDOM SWD 1
77542,112641,47537525,6510.0,7100.0,20000,2015-07-24,31.49489689,-103.3910146,Shallow,EAST OF THE PECOS 1SW
77560,108235,46139881,4070.0,6450.0,25000,2013-10-08,31.24582531,-101.94339597,Shallow,RANKINBAKER 252 SWD 1
78330,114753,22738933,3180.0,4900.0,30000,2016-12-22,32.44029167,-101.679,Shallow,DIAMONDBACK-SMITH SWD 1
79066,104822,13541457,4900.0,6000.0,13600,2012-03-14,31.78041466,-102.35656999,Shallow,NWS ODESSA 1
79484,114239,38935294,3250.0,4575.0,30000,2016-08-29,31.6569366,-104.01488,Shallow,LIBERATOR STATE SWD 1
80671,107855,38933884,5200.0,6700.0,25000,2013-07-09,31.03203203,-103.50564647,Shallow,BENTZ 312 SWD 1
80684,117340,37139848,6000.0,7900.0,30000,2018-12-03,31.148741,-103.132105,Shallow,WEATHERBY SWD 1
80687,117869,37140463,5200.0,6800.0,25000,2019-03-04,31.1710791,-103.0474008,Shallow,SWINBANK SWD 1
82991,119288,38938775,3300.0,6161.0,30000,2019-10-05,31.81557882,-104.030665,Shallow,NIGHTHAWK STATE SWD 1
83593,111824,32939900,4300.0,5600.0,20000,2015-01-26,31.74908738,-101.95723263,Shallow,MIDLAND 'AV' FEE 1SW
83611,106400,13542040,4900.0,5600.0,20000,2013-01-16,31.96573259,-102.30688407,Shallow,SWD PARKS BELL 3301
83810,123436,10933500,3100.0,6050.0,10000,2020-07-01,31.6683764,-104.0734169,Shallow,BIGHORN SWD 1
85031,112298,32939928,4400.0,5000.0,20000,2015-04-01,31.89107262,-102.09262833,Shallow,"SCHARBAUER, C. 41SW"
85233,98762,38336126,2350.0,3496.0,5000,2007-02-25,31.24404459,-101.44568068,Shallow,WEATHERBY 1SW
85465,110054,31739351,4800.0,5500.0,20000,2014-05-19,32.34420576,-102.1853026,Shallow,MABEE J SWD D1
86501,113080,38339515,3300.0,4600.0,25000,2015-11-06,31.56943534,-101.64455231,Shallow,MERCHANT 1601WD
87887,110530,49533573,3950.0,5500.0,25000,2014-07-23,31.84350199,-103.11160684,Shallow,KERMIT SWD 1
79659,120342,37140188,5380.0,7700.0,30000,2020-01-13,31.06175944,-103.08163925,Shallow,PUNISHER 1D
79924,80978,32932884,4590.0,5650.0,15000,1994-05-17,31.83360172,-102.05943144,Shallow,MIDLAND 'AH' FEE 3D
80761,113775,38937871,4138.0,5128.0,40000,2016-05-03,31.64240103,-103.93445174,Shallow,NEWSOM 12 SWD 1
80776,113512,10932912,2800.0,3800.0,15000,2016-02-16,31.85375046,-104.09912356,Shallow,ROADRUNNER 18 SWD 1
81060,118960,30134655,4173.0,5600.0,20000,2019-07-29,31.75408798,-103.66087201,Shallow,PISTOL 21801 SWD 1
82951,119166,47537869,5100.0,7000.0,20000,2019-09-13,31.430698,-103.211394,Shallow,JK DENTON 1D
90812,110574,32935526,4438.0,5140.0,20000,2014-07-25,31.8222229,-102.0244311,Shallow,"MIDLAND ""AF"" FEE 6"
91701,122794,22740639,3100.0,4600.0,40000,2020-05-08,32.36741027,-101.63598367,Shallow,COTTONMOUTH 2D
93723,105594,38338119,2840.0,3700.0,35000,2012-08-29,31.1863682,-101.42738664,Shallow,BLACK MOUNTAIN 227 SWD 1
95074,102302,32936621,4400.0,6500.0,10000,2010-11-23,31.911961,-102.1928423,Shallow,WEST MIDLAND SWD 1
97181,103307,38932904,5000.0,6500.0,15000,2011-06-14,31.23368932,-103.44241663,Shallow,CHEVRON MINERALS 29 9SW
98350,114955,10933058,2600.0,6000.0,30000,2017-02-24,31.633273,-104.0583867,Shallow,PENNYBACKER SWD 1
98819,118894,31744134,3300.0,4600.0,30000,2019-07-15,32.518321,-101.722368,Shallow,ACKERLY '15' 1WD
70060,105420,47536149,4400.0,6200.0,20000,2012-07-11,31.64488549,-103.56534927,Shallow,BARRACUDA STATE 72 1D
71798,105098,46137896,4600.0,6200.0,15000,2012-05-07,31.55710666,-102.16855395,Shallow,BASIC SWD -15- 1
75826,106115,47536206,5150.0,6750.0,20000,2012-12-13,31.4453813,-103.19653247,Shallow,ZOLLER 34-113 1D
75985,102868,334462,5089.0,6310.0,20000,2011-01-07,32.435601,-102.214931,Shallow,UNIVERSITY 7-3 SWD 3
84937,113110,38935373,5000.0,6100.0,35000,2015-11-09,31.935656,-103.988253,Shallow,ORLA NORTH SWD 1
86628,117325,37139766,5706.0,7545.0,17500,2018-11-28,31.1795278,-103.0816615,Shallow,MANDO 1D
86711,117351,38340348,3150.0,4700.0,25000,2018-12-02,31.3605359,-101.7350701,Shallow,HARTGROVE 1W
88614,102727,31735969,4700.0,5600.0,10000,2010-12-14,32.18365367,-102.15189354,Shallow,MABEE 139 5
89720,99052,31735212,3900.0,5700.0,8000,2008-07-16,32.30340514,-101.86585746,Shallow,LENORAH 2D
90790,81004,32933003,4825.0,5700.0,3000,1994-05-26,31.70915825,-101.95673447,Shallow,MIDLAND 'AO' FEE 4D
91074,111157,38934552,4000.0,7000.0,25000,2014-11-03,31.27669699,-103.39697832,Shallow,DEEP SIX SWD 3
91240,111535,22738287,3200.0,5450.0,15000,2014-12-16,32.43881474,-101.60762752,Shallow,HUGHES 1D
92157,101490,31735751,3500.0,5000.0,6000,2010-03-01,32.13973303,-101.8089625,Shallow,YATER SWD 2
92258,116519,38936878,3950.0,6300.0,30000,2018-07-24,31.630668,-103.739935,Shallow,SKYFALL 1D
100959,87426,32933964,4650.0,6000.0,10000,1998-02-04,31.68426355,-102.04413209,Shallow,"MORELAND ""30"" 1SW"
103098,115375,37139751,5150.0,6800.0,30000,2017-06-29,31.13439921,-103.0678087,Shallow,SALT LAKE SWD 1
104585,123569,38340890,3100.0,4250.0,30000,2020-07-13,31.443338,-101.578041,Shallow,"GUNTER SWD ""B"" 20D"
104885,117639,38936739,5000.0,6962.0,20000,2019-01-19,31.128746,-103.52361,Shallow,CWEI-CHK 298-13 3D
104937,118022,37139761,5930.0,7950.0,20000,2019-03-23,31.130121,-103.16911,Shallow,OLD COURTNEY RANCH CO SWD 1
105121,101188,13536756,5150.0,5550.0,10000,2009-10-29,32.00345855,-102.3075091,Shallow,WHITTENBURG 2200SW
105154,105026,38933127,4000.0,7000.0,25000,2012-04-13,31.28364966,-103.39088643,Shallow,DEEP SIX SWD 1
105403,105823,11533546,4000.0,6200.0,15000,2012-10-11,32.69287221,-101.89751116,Shallow,LAMESA SWD 1
77089,82597,16534629,8500.0,8680.0,20000,1994-04-29,32.85348721,-102.25787874,Shallow,AMERICAN WAREHOUSE COMPANY 'A' 1
77550,105174,47536013,4500.0,6400.0,35000,2012-05-17,31.573167,-103.476333,Shallow,PIT STOP SWD 1
78811,116518,31742145,3600.0,5700.0,30000,2018-07-23,32.205842,-101.746814,Shallow,WISHBONE 40 1D
78893,110504,32939478,4449.0,5080.0,20000,2014-07-22,32.05823031,-102.06989028,Shallow,SYNATSCHK 100SW
79654,115345,31740777,12088.0,12803.0,50000,2017-06-22,32.3560349,-101.9643425,Shallow,GT HALL D1
80738,108054,17336088,3600.0,4300.0,30000,2013-09-04,31.796143,-101.628298,Shallow,"COOK, E ""A"" 1D"
80949,118343,38937418,3650.0,5650.0,20000,2019-05-01,31.671439,-104.036243,Shallow,SALT MINE TWO 1
93531,115098,32942236,4050.0,5600.0,25000,2017-04-10,31.909591,-102.017383,Shallow,715 SWD 1
95018,103779,38933056,5000.0,6500.0,15000,2011-09-09,31.24251683,-103.44245462,Shallow,CHEVRON MINERALS 29 11SW
96754,115006,32941744,4620.0,5850.0,20000,2017-03-16,31.8496442,-102.222285,Shallow,1788 SWD 2
96938,105172,30131724,4700.0,6000.0,20000,2012-05-16,31.65540179,-103.54057899,Shallow,SALISBURY 71 1D
96940,105202,13542061,5711.0,6900.0,15000,2012-05-24,32.02103882,-102.42861313,Shallow,EZ WAY SWD 1
98844,115508,22739233,3200.0,4300.0,30000,2017-08-17,32.37364754,-101.68444207,Shallow,DIAMONDBACK-COUNTY LINE SWD 1
107023,118686,37139849,5970.0,7750.0,20000,2019-06-13,31.076674,-103.084128,Shallow,HULK 1D
107325,115959,31741128,4100.0,6100.0,25000,2018-01-24,32.24782166,-101.93049824,Shallow,EPLEY 2 1D
107527,105484,30131723,4450.0,6200.0,20000,2012-08-06,31.65558004,-103.55299042,Shallow,PIRANHA 56 1D
107928,117533,37139791,5780.0,7735.0,25000,2018-12-30,31.2257509,-103.0956146,Shallow,THAGARD 1D
107992,108609,37139427,5300.0,7000.0,20000,2013-11-07,31.15965827,-103.06838102,Shallow,BRADEN SWD 1
107995,108703,32931119,4500.0,5916.0,10000,2013-11-18,31.736109,-102.128242,Shallow,WINDHAM -38- 1
100650,117806,31742435,11250.0,13500.0,30000,2019-02-25,32.4297566,-101.9216272,Shallow,BARTON SPRINGS 12 SWD 1
101901,107518,30131892,7000.0,8000.0,20000,2013-05-15,31.72246763,-103.60118687,Shallow,MENTONE SWD 2D
102319,113179,38935052,5200.0,6450.0,25000,2015-11-24,31.28058605,-103.33534873,Shallow,REEVES TXL FEE T7-50-9 2SW
102789,108659,38933824,3100.0,4900.0,20000,2013-11-13,31.6109419,-103.96876929,Shallow,BHS 56-8 1D
102856,115779,38936369,5000.0,6962.0,20000,2017-11-14,31.32324,-103.417771,Shallow,KING FISHER SWD SE 2
103338,109709,22738051,3300.0,6000.0,30000,2014-03-26,32.4495763,-101.55344089,Shallow,HERM SWD 1
103390,113580,22739642,4100.0,5600.0,20000,2016-03-07,32.177169,-101.663146,Shallow,THE FARM SWD 3
103706,104753,47535935,4600.0,7500.0,20000,2012-03-01,31.61411465,-103.42748562,Shallow,MCGINLEY 1D
104057,122851,31745138,11500.0,14000.0,20000,2020-05-15,32.19194823,-101.9040483,Shallow,SAGUARO SWD 1
104274,110124,31739416,4800.0,5550.0,20000,2014-05-30,32.28583419,-102.20329147,Shallow,MABEE G SWD D1
108345,109487,30132092,4650.0,6350.0,20000,2014-02-24,31.82313007,-103.55507729,Shallow,DIMMIT 28 2D
110617,110964,38934513,4100.0,5650.0,40000,2014-10-07,31.55715899,-103.6521651,Shallow,MONTGOMERY 54-32 1D
111689,115066,31740729,4100.0,5650.0,25000,2017-03-30,32.26358021,-101.98320593,Shallow,WOODY -J- 1D
111704,116925,30134163,4400.0,5600.0,35000,2018-10-07,31.733726,-103.60718,Shallow,JONES RANCH SWD 1
111972,112302,22738508,3280.0,3960.0,15000,2015-04-01,32.31460551,-101.60538945,Shallow,OVATION GUITAR SWD 1D
112355,122261,31745101,4099.0,5175.0,20000,2020-04-08,32.42678929,-101.9356809,Shallow,JENSEN SWD 1
104892,117648,31741758,4350.0,5450.0,25000,2019-01-21,32.2648891,-102.1022204,Shallow,SCHARBAUER RANCH 4D
105011,112498,22736882,3500.0,4600.0,20000,2015-06-08,32.18456324,-101.53089557,Shallow,BARNETT DEEP 1
105427,115842,10933170,3100.0,5900.0,20000,2017-12-12,31.720471,-104.059582,Shallow,SALT MINE SWD 1
106296,103488,30131583,4000.0,6650.0,20000,2011-07-26,31.67926753,-103.61606894,Shallow,HOPPER SWD SYSTEM 3
106548,116239,38936460,5170.0,7100.0,25000,2018-04-24,31.160204,-103.361023,Shallow,REEVES TXL FEE T8-50-7 1SW
106649,116096,47538334,6500.0,8200.0,30000,2018-03-06,31.44260098,-103.27487752,Shallow,ARCO 33-28 21D
113057,115781,38936368,5000.0,6962.0,20000,2017-11-14,31.329634,-103.414913,Shallow,KING FISHER SWD NE 1
113625,115493,38339935,3630.0,5450.0,25000,2017-08-15,31.46000546,-101.75918723,Shallow,ALEXANDER SWD 1
114195,117553,38938011,4350.0,5300.0,20000,2019-01-03,31.407991,-103.614897,Shallow,GOOSE SWD 1
114744,92676,46103352,4275.0,5000.0,25000,2002-12-11,31.273578,-101.835512,Shallow,UNIVERSITY SWD U2 1
115698,116241,32942282,4564.0,5764.0,25000,2018-04-25,32.06950558,-102.04459584,Shallow,ALEX 17 1D
115750,115647,31741032,3840.0,5700.0,30000,2017-09-20,32.19244824,-101.77042358,Shallow,WISHBONE 431D
116318,116193,38935887,3144.0,5488.0,30000,2018-04-18,31.7239878,-103.9348797,Shallow,APC 57-3-14 1D
116685,116795,30134147,4173.0,6250.0,20000,2018-09-23,31.76558889,-103.65894444,Shallow,HOPPER 21801 SWD 1
108169,107804,47536733,5530.0,7100.0,20000,2013-06-18,31.49836815,-103.3829554,Shallow,SILVER SPIKE SWD 1R
109172,109737,31739079,2950.0,4800.0,20000,2014-04-01,32.3671905,-101.72487581,Shallow,TENNISON 46 SWD 1WD
109458,109714,31739426,4300.0,5200.0,20000,2014-03-26,32.23974536,-102.12598363,Shallow,"DOVE ""Z"" 1D"
110277,115359,38936384,4900.0,8000.0,25000,2017-06-28,31.33252818,-103.25369012,Shallow,REWARD SWD C 3R
110493,107072,30131883,4600.0,5800.0,20000,2013-03-13,31.67377643,-103.56757766,Shallow,HOGNOSE 1-67 1D
111009,104542,16931999,1755.0,5650.0,24500,2012-01-25,33.058934,-101.167515,Shallow,KLINE 3W
111628,101391,31735966,3300.0,5000.0,20000,2010-01-20,32.36803934,-101.69963078,Shallow,TCM 2D
112665,111637,38339219,2800.0,4000.0,35000,2014-12-29,31.3540191,-101.4975239,Shallow,HWY 137 SWD 1
82830,108073,38933709,3800.0,6000.0,40000,2013-09-05,31.591521,-103.8885219,Shallow,PSL STATE 1801
85327,106990,31738767,3850.0,7000.0,20000,2013-02-27,32.26460521,-101.9109008,Shallow,FM 829 SWD 1
85502,111903,22738635,3000.0,4600.0,20000,2015-01-27,32.3679035,-101.52814428,Shallow,87 FAIRVIEW SWD 1
87792,105543,32937867,4900.0,5100.0,20000,2012-08-20,31.9979506,-102.25126737,Shallow,NOBLES 30
117001,118922,37139963,5950.0,7830.0,30000,2019-07-16,31.137519,-103.093703,Shallow,IRON MAN 1D
117235,117640,38936740,5000.0,6962.0,20000,2019-01-19,31.137118,-103.548134,Shallow,CWEI-CHK 22-52-8 3D
117572,117818,31741009,4300.0,6200.0,25000,2019-01-23,32.2410111,-102.0205889,Shallow,CHANDLER SWD 1
118791,121761,32944147,4200.0,6000.0,30000,2020-03-05,32.059014,-101.920142,Shallow,APISI SWD 1
119776,117000,38936585,4820.0,6960.0,10000,2018-10-14,31.232292,-103.566414,Shallow,RIFLEMAN 2D
120144,124561,32946646,12380.0,14300.0,30000,2021-01-27,31.9185243,-101.9777216,Shallow,DOVE ACRES SWD 1
112916,100679,31735566,3500.0,5500.0,11500,2009-05-07,32.471174,-101.812416,Shallow,"COOK ""21"" SWD 1D"
114204,111440,38934514,3000.0,4525.0,20000,2014-12-01,31.65118726,-103.99620014,Shallow,TPLT 57-43 1D
116392,116386,49534091,5050.0,8000.0,30000,2018-06-12,31.685174,-103.2725,Shallow,UNIVERSITY 36-20 SWD 2D
116426,124532,31743097,10550.0,12300.0,80000,2021-01-08,32.42728295,-101.70768417,Shallow,CANEBRAKE 1D
116678,116731,38937535,5550.0,8100.0,30000,2018-08-30,31.375638,-103.216496,Shallow,REWARD SWD B 2
117363,108124,32938683,4800.0,5900.0,20000,2013-09-18,31.92020695,-102.23685898,Shallow,HOOPER SWD 1
118231,118684,38938320,2700.0,5000.0,18000,2019-06-13,31.711882,-104.022947,Shallow,HOBIE 21903 SWD 1
118580,120014,31745072,12800.0,15000.0,24950,2019-12-18,32.4016792,-101.9532035,Shallow,GUS MCCREA SWD 2
88385,104315,31737738,4400.0,5010.0,6000,2011-11-28,32.2787142,-102.0463604,Shallow,GREATHOUSE -C- 4D
90568,101348,13537746,5000.0,5600.0,15000,2009-12-15,31.95544194,-102.33492691,Shallow,RATLIFF A 3201
90600,119218,47537995,5200.0,8000.0,20000,2019-09-18,31.511811,-103.375037,Shallow,ROXY SWD 1
92345,108519,38933947,5300.0,8000.0,20000,2013-10-30,31.06576217,-103.47283147,Shallow,BIG CHIEF 172SW
93699,97082,46132550,2900.0,6160.0,20000,2007-02-13,31.438352,-101.936151,Shallow,WESTLAND 26 1
93801,111552,22738400,3300.0,4150.0,5000,2014-12-17,32.33846771,-101.66524896,Shallow,FREE 32 SWD 2
93833,122547,31742249,3850.0,5500.0,30000,2019-05-30,32.237187,-101.749471,Shallow,WHITE SWD 1
121198,101830,38336694,2500.0,4280.0,7500,2010-06-10,31.43423609,-101.42076017,Shallow,SRH-B- 1101SW
121246,105113,46138131,3700.0,5100.0,25000,2012-05-10,31.347731,-101.833763,Shallow,RATLIFF 1
123889,124979,31743664,4575.0,5650.0,20000,2021-11-30,32.15137947,-102.19933625,Shallow,HOOVER 1D
123920,125103,32945376,4936.0,6150.0,20000,2022-02-10,31.99472259,-102.1952715,Shallow,DYSON 2D
123972,125086,10933797,2281.0,4614.0,40000,2022-01-31,31.905934,-104.137583,Shallow,VAGRANT 38 SWD 6
124006,125016,47538309,,,40000,2022-03-30,31.63583,-103.34495,Shallow,UL - PEP SWD 3
119333,116374,10933480,2025.0,4175.0,20000,2018-06-07,31.78074826,-104.36577526,Shallow,LILI VON SHTUPP 39 2V
119867,117120,31741566,4500.0,5150.0,10500,2018-10-24,32.239381,-102.083967,Shallow,SCHARBAUER SWD 1
120203,108127,345197,5175.0,5846.0,10000,2013-09-19,32.39514236,-102.42931692,Shallow,SAINT ANDREWS UNIT 3918WD
121223,109756,38934097,3300.0,5000.0,20000,2014-04-01,31.5303784,-103.95067457,Shallow,BURRITO SWD 1D
121274,118910,38938510,4600.0,6500.0,30000,2019-07-18,31.5921931,-103.5958229,Shallow,PEARL SWD 1
121387,115108,38935844,5026.0,7100.0,25000,2017-04-13,31.35599,-103.139698,Shallow,REWARD SWD A 1
123094,102300,32936971,4000.0,6000.0,15000,2010-11-23,31.95742572,-102.26083898,Shallow,HOLIFIELD 1
123109,102543,31731498,3396.0,3900.0,7000,2011-03-07,32.21925941,-101.74486341,Shallow,3033 SWD 1
124037,125153,32945375,4869.0,6160.0,20000,2022-03-10,31.97387038,-102.19644921,Shallow,HMW 4D
124087,125162,32945614,,,30000,2022-03-21,31.8120804,-102.0057539,Shallow,BRYANT RANCH 24 SWD 1D
124104,125179,47538383,,,40000,2022-03-30,31.6348,-103.35628,Shallow,UL - PEP SWD 2
124106,125181,10933819,,,30000,2022-04-04,31.9046681,-104.114839,Shallow,TIM TAM 24 SWD 16
124222,125297,31744567,,,20000,2022-06-13,32.350654,-101.7154507,Shallow,HUGHES 44 SWD 2D
124223,125298,10933822,,,22000,2022-06-13,31.9334352,-104.289394,Shallow,DR BLK60 T1S S29 DMG SWD 1
124320,125395,31745708,,,30000,2022-08-01,32.089978,-101.835664,Shallow,PRONGHORN SWD 2
124321,125396,31744267,,,10000,2022-08-01,32.317197,-101.709125,Shallow,QUEEN OF THE NIGHT 1D
124407,125482,10933845,,,30000,2022-09-13,31.9787884,-104.0973907,Shallow,HAY BLAKE DMG SWD 1
124656,125731,22742045,,,30000,2023-01-27,32.188526,-101.396113,Shallow,ABYSS SWD 1
124738,125926,11533913,4405.0,6900.0,40000,2023-05-26,32.5468972,-101.9455457,Shallow,SPLIT 27 SWD 1
124739,125986,31745384,4350.0,5700.0,20000,2023-06-15,32.36145343,-102.1206251,Shallow,CAPRI SWD 2
124741,126215,11533939,4280.0,5685.0,30000,2023-10-13,32.5460717,-101.9790506,Shallow,PULA 29 SWD 1
124772,125831,31745173,,,20000,2023-04-05,32.480789,-101.754478,Shallow,ACKERLY SWD 1
124825,125885,17338946,,,20000,2023-05-05,32.05101538,-101.47444592,Shallow,TRAXTON TURTLE 2D
124906,125970,38940416,,,20000,2023-06-15,31.80196,-103.86085,Shallow,CARDINAL 56-T2-33 SWD 739
123378,104256,343237,4700.0,5300.0,15000,2011-11-15,32.31358941,-102.24580468,Shallow,MABEE 2
123479,105168,32938156,4830.0,5930.0,8000,2012-05-16,32.02631486,-102.19485394,Shallow,PECAN ACRES 23 1D
